END_ID;latitude;longitude;SUBCLASS;SUBHIERARQUIA;NOME DO PRÉDIO;NE NAME;REGIONAL;UF;Testes Programados GMG;MANTENEDORA;ATENDIMENTO;LOCALIDADE;TIPO ;DETENTOR DA ÁREA;TIPO DE INFRA;TIPO DE ABRIGO ;OWNER RESPONSÁVEL;Resp. Green;CLASSIFICAÇÃO;Elemento de rede;TIPOLOGIA TRANSPORTE;REGIONAL_OLD;TIPO DE CONTRATO DA ÁREA;TIPO DE ABRIGO;ENDEREÇO;LATITUDE;LONGITUDE;CLASSFICAÇÃO GSBI
PRMQS_0002;-23,92286;-51,17589;;;;;;;;;;;;;;;;;;;;;;;;;;
MGJBU_0003;-19,51083;-43,89719;;;;;;;;;;;;;;;;;;;;;;;;;;
MGJFA_0007;-21,72214;-43,40169;;;;;;;;;;;;;;;;;;;;;;;;;;
MGLGR_0001;-18,17483;-46,79786;;;;;;;;;;;;;;;;;;;;;;;;;;
MTCBA_0048;-15,57622;-56,07269;;;;;;;;;;;;;;;;;;;;;;;;;;
RJCPS_0012;-22,04131;-41,04958;;;;;;;;;;;;;;;;;;;;;;;;;;
SPPIA_0001;-22,41972;-49,13572;;;;;;;;;;;;;;;;;;;;;;;;;;
MGSFI_0001;-15,95333;-44,85333;;;;;;;;;;;;;;;;;;;;;;;;;;
MGCPG_0001;-21,24453;-45,75697;;;;;;;;;;;;;;;;;;;;;;;;;;
RSKDK_0007;-29,68714;-49,98006;;;;;;;;;;;;;;;;;;;;;;;;;;
RSPUC_0001;-27,85433;-55,019;;;;;;;;;;;;;;;;;;;;;;;;;;
RSSBU_0001;-28,36842;-53,25242;;;;;;;;;;;;;;;;;;;;;;;;;;
SCSJQ_0001;-28,29236;-49,93383;;;;;;;;;;;;;;;;;;;;;;;;;;
SCBDSL0001;-26,46097;-48,60739;;;;;;;;;;;;;;;;;;;;;;;;;;
SCCUA_0006;-28,69356;-49,39847;POP LD;;CRICIUMA;;TSL;SC;;;;;;OI;GREENFIELD;;;;MAIN SITE;;POP LD - Prioridade 2 - Add/Drop 2 direções;TSL;COMPARTILHADO;0;RUA DOS ITALIANOS, 275 ESQ.    PINHEIRINHO;-28,69775 ;-49,403028 ;Gold
SCJUU_0001;-28,61853;-49,02542;;;;;;;;;;;;;;;;;;;;;;;;;;
SCBNU_0006;-26,89097;-49,08514;;;;;;;;;;;;;;;;;;;;;;;;;;
SCCUA_0007;-28,67861;-49,33639;;;;;;;;;;;;;;;;;;;;;;;;;;
RSTRF_0004;-29,87606;-51,37903;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSTS_0024;-23,98772;-46,30753;;;;;;;;;;;;;;;;;;;;;;;;;;
MGBHE_0117;-19,9325;-43,94744;;;;;;;;;;;;;;;;;;;;;;;;;;
MGJRU_0001;-21,24744;-46,57267;;;;;;;;;;;;;;;;;;;;;;;;;;
MGPRS_0002;-19,87219;-44,58844;;;;;;;;;;;;;;;;;;;;;;;;;;
MTCBA_0049;-15,61281;-56,07294;;;;;;;;;;;;;;;;;;;;;;;;;;
BACAR_0009;-12,66111;-38,32917;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0213;-15,78625;-47,88711;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_2407;-23,535;-46,57778;;;;;;;;;;;;;;;;;;;;;;;;;;
SCCCO_0012;-27,11364;-52,61031;;;;;;;;;;;;;;;;;;;;;;;;;;
PBMAN_0001;-7,70863;-38,15029;;;;;;;;;;;;;;;;;;;;;;;;;;
SPFAC_0023;-23,50492;-47,39911;;;;;;;;;;;;;;;;;;;;;;;;;;
SPRPO_0056;-21,16175;-47,84658;;;;;;;;;;;;;;;;;;;;;;;;;;
MGGVS_0014;-18,8715;-41,95711;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0121;-1,44883;-48,47722;;;;;;;;;;;;;;;;;;;;;;;;;;
MSDOS_0006;-22,16775;-54,65647;;;;;;;;;;;;;;;;;;;;;;;;;;
MTCBA_0041;-15,81894;-55,52497;;;;;;;;;;;;;;;;;;;;;;;;;;
MTCBA_0014;-15,58325;-56,04158;;;;;;;;;;;;;;;;;;;;;;;;;;
GOMNI_0001;-17,56069;-52,55719;;;;;;;;;;;;;;;;;;;;;;;;;;
MTSNO_0005;-11,88678;-55,50661;;;;;;;;;;;;;;;;;;;;;;;;;;
MTPNE_0001;-16,25508;-56,626;;;;;;;;;;;;;;;;;;;;;;;;;;
MSBTG_0001;-21,72119;-52,42467;;;;;;;;;;;;;;;;;;;;;;;;;;
PAABT_0001;-1,72439;-48,88819;;;;;;;;;;;;;;;;;;;;;;;;;;
AMMNS_0058;-3,10831;-59,99008;;;;;;;;;;;;;;;;;;;;;;;;;;
PBSZA_0001;-6,76031;-38,23;;;;;;;;;;;;;;;;;;;;;;;;;;
RNMXE_0001;-5,52169;-35,25808;;;;;;;;;;;;;;;;;;;;;;;;;;
RNNTL_0022;-5,80169;-35,20333;;;;;;;;;;;;;;;;;;;;;;;;;;
PEEAA_0002;-8,40711;-35,27619;;;;;;;;;;;;;;;;;;;;;;;;;;
PEOUI_0002;-7,88222;-40,08083;;;;;;;;;;;;;;;;;;;;;;;;;;
PERCE_0024;-8,0975;-34,91278;;;;;;;;;;;;;;;;;;;;;;;;;;
PERCE_0058;-8,10939;-34,88894;;;;;;;;;;;;;;;;;;;;;;;;;;
PBAHD_0001;-7,32583;-34,94667;;;;;;;;;;;;;;;;;;;;;;;;;;
SESCV_0003;-11,00381;-37,19267;;;;;;;;;;;;;;;;;;;;;;;;;;
ALMCO_0013;-9,64975;-35,73308;;;;;;;;;;;;;;;;;;;;;;;;;;
CESUB_0002;-5,27586;-38,27806;;;;;;;;;;;;;;;;;;;;;;;;;;
PBPMU_0002;-7,53725;-34,83056;;;;;;;;;;;;;;;;;;;;;;;;;;
CEFLA_0164;-3,80031;-38,585;;;;;;;;;;;;;;;;;;;;;;;;;;
AMMNS_0083;-3,08233;-59,91631;;;;;;;;;;;;;;;;;;;;;;;;;;
RSPAE_0126;-30,02849;-51,16306;;;;;;;;;;;;;;;;;;;;;;;;;;
BASHB_0001;-9,47461;-40,80794;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_2614;-23,49424;-46,62711;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_2615;-23,5089;-46,62628;;;;;;;;;;;;;;;;;;;;;;;;;;
SPIBN_0007;-23,65467;-47,24161;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_0544;-23,4985;-46,72619;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_0545;-23,49567;-46,62617;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_0546;-23,58797;-46,68264;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_0548;-23,57792;-46,67383;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_0550;-23,62058;-46,69842;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_0553;-23,56394;-46,65164;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_0554;-23,48539;-46,49575;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_0559;-23,58583;-46,68294;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_0562;-23,58203;-46,66717;;;;;;;;;;;;;;;;;;;;;;;;;;
SCCDR_0002;-26,79292;-50,95886;;;;;;;;;;;;;;;;;;;;;;;;;;
SCIMA_0002;-28,13333;-48,68544;;;;;;;;;;;;;;;;;;;;;;;;;;
SCNZA_0001;-28,65589;-49,48778;;;;;;;;;;;;;;;;;;;;;;;;;;
PRFZR_0001;-25,64264;-49,31742;;;;;;;;;;;;;;;;;;;;;;;;;;
PRSJP_0011;-25,51528;-49,19972;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSJC_0074;-23,19111;-45,88667;;;;;;;;;;;;;;;;;;;;;;;;;;
SPBRE_0024;-23,4974;-46,82452;;;;;;;;;;;;;;;;;;;;;;;;;;
SCVII_0004;-27,0045;-51,08833;;;;;;;;;;;;;;;;;;;;;;;;;;
SPMMM_0008;-22,5225;-46,95194;;;;;;;;;;;;;;;;;;;;;;;;;;
MGIRO_0005;-20,25333;-43,80139;;;;;;;;;;;;;;;;;;;;;;;;;;
MGMOO_0003;-18,72472;-47,49861;;;;;;;;;;;;;;;;;;;;;;;;;;
RNFNA_0001;-6,11147;-36,80053;;;;;;;;;;;;;;;;;;;;;;;;;;
SPPDR_0003;-22,35167;-48,775;;;;;;;;;;;;;;;;;;;;;;;;;;
SPJAL_0005;-21,25472;-48,32222;;;;;;;;;;;;;;;;;;;;;;;;;;
SPBDO_0006;-20,94944;-48,47917;;;;;;;;;;;;;;;;;;;;;;;;;;
PRCPM_0007;-24,04611;-52,38361;;;;;;;;;;;;;;;;;;;;;;;;;;
PRSNP_0003;-23,32611;-50,09917;;;;;;;;;;;;;;;;;;;;;;;;;;
RSSCR_0013;-29,71722;-52,43167;;;;;;;;;;;;;;;;;;;;;;;;;;
SPJAI_0028;-23,188;-46,89258;;;;;;;;;;;;;;;;;;;;;;;;;;
GONQA_0003;-14,46585;-48,46308;;;;;;;;;;;;;;;;;;;;;;;;;;
MGCNL_0008;-20,65875;-43,79486;;;;;;;;;;;;;;;;;;;;;;;;;;
MGPCS_0012;-21,78444;-46,56833;;;;;;;;;;;;;;;;;;;;;;;;;;
MGBHE_0236;-19,92278;-43,9475;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0287;-15,83111;-47,87391;;;;;;;;;;;;;;;;;;;;;;;;;;
RRBVA_0016;2,81508;-60,67147;;;;;;;;;;;;;;;;;;;;;;;;;;
PAJUT_0003;-2,51175;-56,17678;;;;;;;;;;;;;;;;;;;;;;;;;;
PAPUP_0010;-6,07517;-49,89669;;;;;;;;;;;;;;;;;;;;;;;;;;
RNRFG_0001;-6,07672;-37,71483;;;;;;;;;;;;;;;;;;;;;;;;;;
PBSWJP0001;-7,74167;-38,10083;;;;;;;;;;;;;;;;;;;;;;;;;;
PBSXS_0001;-6,77333;-36,80001;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_2708;-23,48061;-46,58956;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_2711;-23,48381;-46,59539;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_2712;-23,48558;-46,60472;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0410;-22,92878;-43,65344;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0411;-22,91561;-43,6345;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0412;-22,91697;-43,68189;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0413;-22,88553;-43,64367;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0414;-22,8975;-43,67822;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0415;-22,90206;-43,71919;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0416;-22,93128;-43,69069;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0417;-22,97406;-43,59261;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0421;-22,96383;-43,60831;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0423;-22,97206;-43,28308;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0424;-22,96292;-43,27525;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0425;-22,95861;-43,27583;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0426;-22,94428;-43,25514;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0427;-22,93681;-43,24564;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0428;-22,92972;-43,23669;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0429;-22,92586;-43,24528;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0430;-22,92664;-43,23172;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0431;-22,92308;-43,23925;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0432;-22,92117;-43,226;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0433;-22,92128;-43,22122;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0434;-22,91794;-43,21717;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0435;-22,91733;-43,20944;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0436;-22,91081;-43,20183;;;;;;;;;;;;;;;;;;;;;;;;;;
PRCBL_0001;-24,79769;-53,29397;;;;;;;;;;;;;;;;;;;;;;;;;;
PRFOZ_0020;-25,577;-54,57561;;;;;;;;;;;;;;;;;;;;;;;;;;
PRGRP_0002;-25,39686;-51,47203;;;;;;;;;;;;;;;;;;;;;;;;;;
PRPQA_0002;-25,45764;-49,10072;;;;;;;;;;;;;;;;;;;;;;;;;;
PRCBX_0007;-25,35126;-49,16942;;;;;;;;;;;;;;;;;;;;;;;;;;
PRCTA_0183;-25,44472;-49,28222;;;;;;;;;;;;;;;;;;;;;;;;;;
PRCTA_0182;-25,47528;-49,31417;;;;;;;;;;;;;;;;;;;;;;;;;;
PRCTA_0184;-25,51083;-49,26194;;;;;;;;;;;;;;;;;;;;;;;;;;
PRCTA_0185;-25,42222;-49,24139;;;;;;;;;;;;;;;;;;;;;;;;;;
PRCTA_0181;-25,49667;-49,32806;;;;;;;;;;;;;;;;;;;;;;;;;;
PRSJP_0016;-25,5625;-49,20856;;;;;;;;;;;;;;;;;;;;;;;;;;
RSPLT_0017;-31,74028;-52,33972;;;;;;;;;;;;;;;;;;;;;;;;;;
PRCPP_0004;-23,17753;-50,64281;;;;;;;;;;;;;;;;;;;;;;;;;;
SCSJQ_0002;-28,28822;-49,94106;;;;;;;;;;;;;;;;;;;;;;;;;;
SCTIJ_0003;-27,30889;-48,63056;;;;;;;;;;;;;;;;;;;;;;;;;;
PRICW_0001;-23,27111;-51,88167;;;;;;;;;;;;;;;;;;;;;;;;;;
PRCBX_0008;-25,37911;-49,18372;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCIV_0006;-23,57042;-46,82506;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCHL_0001;-22,33711;-47,17281;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCOA_0005;-23,60708;-46,94517;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCAO_0005;-23,86097;-46,36889;;;;;;;;;;;;;;;;;;;;;;;;;;
SPDRA_0001;-21,48769;-51,53547;;;;;;;;;;;;;;;;;;;;;;;;;;
SPETVA0001;-22,27731;-46,94944;;;;;;;;;;;;;;;;;;;;;;;;;;
SPFAC_0009;-20,56081;-47,36989;;;;;;;;;;;;;;;;;;;;;;;;;;
SPGRM_0003;-23,34156;-46,10989;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_2558;-23,60069;-46,73767;;;;;;;;;;;;;;;;;;;;;;;;;;
ESCIM_0008;-20,51054;-41,06427;;;;;;;;;;;;;;;;;;;;;;;;;;
MASLS_0054;-2,55;-44,05833;;;;;;;;;;;;;;;;;;;;;;;;;;
BAMHU_0001;-11,53992;-41,15453;;;;;;;;;;;;;;;;;;;;;;;;;;
MGBHE_0171;-19,93972;-43,92639;;;;;;;;;;;;;;;;;;;;;;;;;;
MGGVS_0008;-18,855;-41,94944;;;;;;;;;;;;;;;;;;;;;;;;;;
MGVGA_0006;-21,54944;-45,36333;;;;;;;;;;;;;;;;;;;;;;;;;;
MGIIG_0006;-19,47528;-42,53639;;;;;;;;;;;;;;;;;;;;;;;;;;
MGMCL_0012;-16,72361;-43,85;;;;;;;;;;;;;;;;;;;;;;;;;;
PRMLL_0001;-25,8875;-50,83194;;;;;;;;;;;;;;;;;;;;;;;;;;
MGBHE_0172;-19,92056;-43,93528;;;;;;;;;;;;;;;;;;;;;;;;;;
MGCNL_0005;-20,66611;-43,78917;;;;;;;;;;;;;;;;;;;;;;;;;;
PITSA_0044;-5,07417;-42,78;;;;;;;;;;;;;;;;;;;;;;;;;;
PRCTA_0259;-25,44333;-49,27861;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0499;-22,945;-43,35944;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0501;-22,90944;-43,18278;;;;;;;;;;;;;;;;;;;;;;;;;;
RSPAE_0112;-30,03274;-51,17923;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0462;-22,98475;-43,22108;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0463;-23,05083;-43,5365;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0465;-22,91328;-43,20225;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0466;-22,97931;-43,68667;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0468;-22,91864;-43,20642;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0469;-23,06533;-43,56578;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0470;-22,90264;-43,17658;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0471;-22,81353;-43,19825;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0472;-22,89864;-43,38219;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0473;-23,00556;-43,34725;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_0474;-22,90397;-43,28403;;;;;;;;;;;;;;;;;;;;;;;;;;
ESRVL_0002;-20,83942;-40,87169;;;;;;;;;;;;;;;;;;;;;;;;;;
ESSTA_0001;-19,93311;-40,59794;;;;;;;;;;;;;;;;;;;;;;;;;;
RJSDP_0001;-21,53619;-42,19428;;;;;;;;;;;;;;;;;;;;;;;;;;
RJSFD_0001;-21,64531;-41,74789;;;;;;;;;;;;;;;;;;;;;;;;;;
RJSFIA0001;-21,47994;-41,10742;;;;;;;;;;;;;;;;;;;;;;;;;;
RJSFIA0002;-21,4935;-41,069;;;;;;;;;;;;;;;;;;;;;;;;;;
RJSFIA0003;-21,55339;-41,06844;;;;;;;;;;;;;;;;;;;;;;;;;;
ESSLH_0001;-19,01925;-40,53917;;;;;;;;;;;;;;;;;;;;;;;;;;
RJSGO_0044;-22,81192;-43,07069;;;;;;;;;;;;;;;;;;;;;;;;;;
RJSGO_0002;-22,84306;-43,09061;;;;;;;;;;;;;;;;;;;;;;;;;;
RJSGO_0003;-22,84264;-43,07208;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_2120;-23,54294;-46,60194;;;;;;;;;;;;;;;;;;;;;;;;;;
GOPGT_0005;-13,44058;-49,1395;POP LD;;PORANGATU;;TCN;GO;;;;;;VIVO;GREENFIELD;;;;MAIN SITE;;POP LD - Prioridade 3 - ILA;TCO;COMPARTILHADO;CONTAINER;RUA A, QUADRA 01, LOTE 06, VILA UNIÃO;-13.440583;-49.1395;Silver
TOAVO_0002;-12,48139;-49,11833;POP LD;;ALVORADA;;TCN;TO;;;;;;TIM;GREENFIELD;;;;MAIN SITE;;POP LD - Prioridade 2 - Add/Drop 2 direções;TCO;PRÓPRIO;CONTAINER;AV. JOSIAS ALECRIM FREIRE, QUADRA 37, LOTE 12, ESQUINA COM AV.: FEDERAL (BR153);-12.481389;-49.118333;Silver
SPSPO_2130;-23,51556;-46,69581;;;;;;;;;;;;;;;;;;;;;;;;;;
PRLPA_0006;-25,61889;-48,74028;;;;;;;;;;;;;;;;;;;;;;;;;;
SPPHZ_0003;-24,38333;-49,2;POP LD;;PINHALZINHO;;TSP;SP;;;;;;EMBRATEL;INDOOR;;;;MAIN SITE;;POP LD - Prioridade 3 - ILA;TSP;COMPARTILHADO;SALA;ESTAÇÃO FEPASA/RFFSA, S/N;-24.383333;-49.2;Silver
SPTTI_0009;-23,48639;-47,96361;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0545;-15,84947;-47,97436;;;;;;;;;;;;;;;;;;;;;;;;;;
ROAQS_0006;-9,90972;-63,04872;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0546;-15,78097;-47,9085;;;;;;;;;;;;;;;;;;;;;;;;;;
PBJPA_0093;-7,11872;-34,84358;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_2140;-23,53444;-46,63194;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_2141;-23,53528;-46,6275;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_2143;-23,52917;-46,64028;;;;;;;;;;;;;;;;;;;;;;;;;;
PERCE_0277;-8,05872;-34,88908;;;;;;;;;;;;;;;;;;;;;;;;;;
APMPA_0065;-0,03694;-51,06861;;;;;;;;;;;;;;;;;;;;;;;;;;
RJPAT_0013;-21,15322;-44,70175;;;;;;;;;;;;;;;;;;;;;;;;;;
RJMCM_0003;-21,39144;-42,02883;;;;;;;;;;;;;;;;;;;;;;;;;;
RJPBS_0006;-22,19375;-43,30147;;;;;;;;;;;;;;;;;;;;;;;;;;
MGSLA_0021;-19,41933;-44,24381;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_2031;-23,55472;-46,69222;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_2062;-23,54806;-46,67806;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_2065;-23,53056;-46,64889;;;;;;;;;;;;;;;;;;;;;;;;;;
ACRBO_0033;-9,97064;-67,81739;;;;;;;;;;;;;;;;;;;;;;;;;;
MGNPO_0002;-21,2;-45,11917;POP LD;;NEPOMUCENO;;TSDE;MG;;;;;;GLOBAL CROSSING;INDOOR;;;;MAIN SITE;;POP LD - Prioridade 3 - ILA;TLE;COMPARTILHADO;SALA;BR 381  RODOVIA FERNÃO DIAS KM 678;-21.2;-45.119167;Silver
MGCEC_0003;-22,06417;-45,69806;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_1554;-22,934;-43,23847;;;;;;;;;;;;;;;;;;;;;;;;;;
SPGRS_0073;-23,42028;-46,48861;;;;;;;;;;;;;;;;;;;;;;;;;;
MASLS_0126;-2,50833;-44,29833;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_2121;-23,53278;-46,70411;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_2123;-23,54103;-46,58939;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSJC_0114;-23,21518;-45,90701;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_1337;-22,92397;-43,23272;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0471;-15,79709;-47,88734;;;;;;;;;;;;;;;;;;;;;;;;;;
MGMCL_0042;-16,72524;-43,86517;;;;;;;;;;;;;;;;;;;;;;;;;;
SPMIO_0002;-12,10974;-45,80934;;;;;;;;;;;;;;;;;;;;;;;;;;
CEFLA_0273;-3,74169;-38,45336;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_1745;-22,90278;-43,17833;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_1746;-22,90389;-43,17833;;;;;;;;;;;;;;;;;;;;;;;;;;
BASEH_0005;-11,66168;-39,00633;;;;;;;;;;;;;;;;;;;;;;;;;;
MGIIK_0001;-16,85366;-44,90923;;;;;;;;;;;;;;;;;;;;;;;;;;
PERCE_0228;-8,06114;-34,93917;;;;;;;;;;;;;;;;;;;;;;;;;;
AMMNS_0192;-3,00611;-60,01028;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_1107;-23,573;-46,57928;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_1110;-23,50647;-46,57217;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_1111;-23,58144;-46,57889;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCAS_0127;-22,952;-47,18311;;;;;;;;;;;;;;;;;;;;;;;;;;
CEBAO_0003;-7,18278;-38,78028;;;;;;;;;;;;;;;;;;;;;;;;;;
BASDR_0216;-12,88242;-38,41669;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0393;-15,78015;-47,92917;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0394;-15,79752;-47,89332;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0395;-15,78955;-47,88398;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0396;-15,78889;-47,87942;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0397;-15,78889;-47,87942;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_1285;-23,57088;-46,70309;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0398;-15,79709;-47,88734;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0399;-15,76946;-47,92889;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0400;-15,78445;-47,91039;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0401;-15,783;-47,87464;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0402;-15,64155;-47,76993;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0403;-15,79919;-47,89112;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0404;-15,7991;-47,89705;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0405;-15,78626;-47,87008;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0406;-15,78015;-47,92917;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0407;-15,78474;-47,88983;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0408;-15,79752;-47,89332;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCAS_0156;-22,91009;-47,05358;;;;;;;;;;;;;;;;;;;;;;;;;;
PRCTA_0368;-25,43604;-49,27633;;;;;;;;;;;;;;;;;;;;;;;;;;
PRCTA_0369;-25,42417;-49,29377;;;;;;;;;;;;;;;;;;;;;;;;;;
CEFLA_0235;-3,73541;-38,50112;;;;;;;;;;;;;;;;;;;;;;;;;;
CEFLA_0236;-3,74072;-38,51694;;;;;;;;;;;;;;;;;;;;;;;;;;
RSPAE_0202;-30,0345;-51,18976;;;;;;;;;;;;;;;;;;;;;;;;;;
RSPAE_0203;-30,0289;-51,20793;;;;;;;;;;;;;;;;;;;;;;;;;;
RSPAE_0204;-30,0458;-51,20369;;;;;;;;;;;;;;;;;;;;;;;;;;
RSPAE_0205;-30,02477;-51,22232;;;;;;;;;;;;;;;;;;;;;;;;;;
RSPAE_0206;-30,02477;-51,22232;;;;;;;;;;;;;;;;;;;;;;;;;;
RSPAE_0207;-30,02661;-51,2269;;;;;;;;;;;;;;;;;;;;;;;;;;
RSPAE_0208;-30,03172;-51,23126;;;;;;;;;;;;;;;;;;;;;;;;;;
RSPAE_0209;-30,03672;-51,23239;;;;;;;;;;;;;;;;;;;;;;;;;;
PERCE_0239;-8,10838;-34,89016;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_1171;-22,95451;-43,18717;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_1172;-22,97038;-43,41392;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_1173;-22,90049;-43,1877;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_1814;-22,90956;-43,28274;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_2508;-23,58203;-46,66717;;;;;;;;;;;;;;;;;;;;;;;;;;
RJSGO_0088;-22,87239;-42,97644;;;;;;;;;;;;;;;;;;;;;;;;;;
SCCPVA0002;-28,45006;-48,96411;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_1187;-23,60139;-46,71239;;;;;;;;;;;;;;;;;;;;;;;;;;
PRSJP_0037;-25,52028;-49,1225;;;;;;;;;;;;;;;;;;;;;;;;;;
