END_ID;latitude;longitude;SUBCLASS;SUBHIERARQUIA;NOME DO PRÉDIO;NE NAME;REGIONAL;UF;Testes Programados GMG;MANTENEDORA;ATENDIMENTO;LOCALIDADE;TIPO ;DETENTOR DA ÁREA;TIPO DE INFRA;TIPO DE ABRIGO ;OWNER RESPONSÁVEL;Resp. Green;CLASSIFICAÇÃO;Elemento de rede;TIPOLOGIA TRANSPORTE;REGIONAL_OLD;TIPO DE CONTRATO DA ÁREA;TIPO DE ABRIGO;ENDEREÇO;LATITUDE;LONGITUDE;CLASSFICAÇÃO GSBI
SPSPO_6955;-23,35554;-46,66878;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6956;-23,35571;-46,66867;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6957;-23,35735;-46,66449;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6958;-23,35886;-46,66698;;;;;;;;;;;;;;;;;;;;;;;;;;
PRMGA_0152;-23,40953;-51,891;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6959;-23,35909;-46,66711;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6960;-23,35892;-46,66702;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6961;-23,3584;-46,66481;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6962;-23,61194;-46,51742;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6963;-23,50683;-46,4735;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6964;-23,61769;-46,49664;;;;;;;;;;;;;;;;;;;;;;;;;;
RSPAE_0461;-29,22303;-51,34583;;;;;;;;;;;;;;;;;;;;;;;;;;
RSPAE_0462;-30,01708;-51,18517;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6965;-23,60608;-46,49689;;;;;;;;;;;;;;;;;;;;;;;;;;
SPADD_0008;-23,58128;-46,49486;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6966;-23,19394;-49,75292;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6967;-23,62033;-46,50794;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6968;-21,15544;-48,78656;;;;;;;;;;;;;;;;;;;;;;;;;;
SPGJA_0030;-23,99967;-46,29669;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6969;-23,61408;-46,66744;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6970;-23,60064;-46,51203;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6971;-23,52703;-46,54044;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6972;-23,60114;-46,51544;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6973;-22,75358;-47,33325;;;;;;;;;;;;;;;;;;;;;;;;;;
RSPAE_0463;-30,06744;-51,23064;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3703;-22,84364;-43,32692;;;;;;;;;;;;;;;;;;;;;;;;;;
RSPAE_0464;-30,02878;-51,20567;;;;;;;;;;;;;;;;;;;;;;;;;;
RJDQX_0274;-22,76344;-43,30261;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3704;-22,84655;-43,32939;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5574;-23,64981;-46,64728;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5576;-23,57819;-46,63558;;;;;;;;;;;;;;;;;;;;;;;;;;
SPDDA_0053;-23,52067;-46,65383;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5661;-23,68053;-46,62678;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5663;-23,53064;-46,51419;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5664;-23,52706;-46,48697;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSNE_0102;-23,68306;-46,53139;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3557;-22,92706;-43,2385;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5686;-23,54769;-46,44811;;;;;;;;;;;;;;;;;;;;;;;;;;
SPGRS_0240;-23,46872;-46,56358;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5687;-23,52153;-46,47086;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5690;-23,55067;-46,64272;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3561;-22,80898;-43,35735;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5694;-23,55456;-46,63328;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5696;-23,56864;-46,69103;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3565;-22,8178;-43,35241;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3567;-22,90436;-43,25603;;;;;;;;;;;;;;;;;;;;;;;;;;
SPEMB_0028;-23,52706;-46,50211;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5698;-23,52775;-46,67092;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5700;-23,54406;-46,49;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5701;-23,57219;-46,65356;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5705;-23,644;-46,66803;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5708;-23,60394;-46,636;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5710;-23,56353;-46,64442;;;;;;;;;;;;;;;;;;;;;;;;;;
RJSMI_0043;-22,77657;-43,36923;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5712;-23,61189;-46,64814;;;;;;;;;;;;;;;;;;;;;;;;;;
RJSMI_0044;-22,77711;-43,35803;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5714;-23,93886;-46,39747;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5716;-23,55742;-46,65319;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5717;-23,59031;-46,51183;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5723;-23,53583;-46,64656;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5724;-23,51803;-46,51031;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5726;-23,61125;-46,63094;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5728;-23,52392;-46,71033;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5732;-23,52931;-46,54392;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5577;-23,96483;-46,34419;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5578;-23,59297;-46,68869;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5590;-23,47617;-46,58469;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5620;-23,74253;-46,63892;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5621;-23,627;-46,66631;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5622;-23,49278;-46,63894;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5623;-23,5005;-46,65811;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5625;-23,638;-46,66917;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5626;-23,56478;-46,62672;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5633;-23,51287;-46,6083;;;;;;;;;;;;;;;;;;;;;;;;;;
HDDAL_0001;40,71769;-74,00867;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0932;-15,83714;-48,08436;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCIV_0035;-23,5367;-46,8354;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCIV_0036;-23,5413;-46,8357;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCIV_0037;-23,5275;-46,835;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCIV_0038;-23,519;-46,8357;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCIV_0039;-23,5146;-46,8363;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCIV_0040;-23,5146;-46,8363;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCIV_0041;-23,5293;-46,8534;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCIV_0042;-23,5484;-46,8377;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCIV_0043;-23,5402;-46,8401;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCIV_0044;-23,5534;-46,8355;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCIV_0045;-23,544;-46,8281;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCIV_0046;-23,5592;-46,8286;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCIV_0047;-23,5419;-46,8549;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCIV_0048;-23,5501;-46,8303;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5899;-23,59797;-46,66531;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5904;-23,60614;-46,66669;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5908;-23,60333;-46,66736;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5913;-23,66267;-46,64364;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5918;-23,53672;-46,58683;;;;;;;;;;;;;;;;;;;;;;;;;;
SPGRS_0241;-23,58144;-46,6515;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5997;-23,60886;-46,66197;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6000;-23,58225;-46,62636;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6001;-23,55917;-46,64497;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6002;-23,52558;-46,77472;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6004;-23,59269;-46,67294;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6007;-23,65106;-46,65817;;;;;;;;;;;;;;;;;;;;;;;;;;
RJDQX_0263;-22,77519;-43,30036;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0362;-1,44736;-48,48933;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0363;-1,45294;-48,48897;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0364;-1,45458;-48,49344;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0365;-1,45608;-48,49461;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0366;-1,45853;-48,49617;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0367;-1,45772;-48,49453;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0368;-1,45833;-48,49214;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0369;-1,45378;-48,48875;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0370;-1,45411;-48,48647;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0371;-1,45311;-48,48461;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0372;-1,4545;-48,48347;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0373;-1,44772;-48,48653;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0374;-1,45681;-48,48428;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0375;-1,44703;-48,48792;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0376;-1,44525;-48,48481;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0377;-1,44525;-48,48481;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0378;-1,46811;-48,49367;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0379;-1,46336;-48,50119;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0380;-1,46447;-48,50611;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0381;-1,45514;-48,50547;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0382;-1,44922;-48,50075;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0383;-1,44525;-48,48481;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0384;-1,44525;-48,48481;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0385;-1,44736;-48,48933;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0386;-1,45294;-48,48897;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0387;-1,45458;-48,49344;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0388;-1,45608;-48,49461;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0389;-1,44525;-48,48481;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0390;-1,45458;-48,49344;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0391;-1,45608;-48,49461;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0392;-1,44736;-48,48933;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0393;-1,45294;-48,48897;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0394;-1,45681;-48,48428;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0395;-1,44703;-48,48792;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0396;-1,44922;-48,50075;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0397;-1,44525;-48,48481;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0398;-1,46447;-48,50611;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0399;-1,45514;-48,50547;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0400;-1,46811;-48,49367;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0401;-1,46336;-48,50119;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3540;-22,98392;-43,20747;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3541;-22,83433;-42,22553;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5581;-23,51283;-46,50364;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5582;-23,61442;-46,47814;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5593;-23,74603;-46,73064;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5594;-23,61708;-46,73614;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5596;-23,47594;-46,59453;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5617;-23,56519;-46,67064;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5624;-23,65311;-46,71444;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5639;-23,54242;-46,57061;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5640;-23,61917;-46,69656;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5642;-23,6055;-46,63022;;;;;;;;;;;;;;;;;;;;;;;;;;
SPIAQ_0032;-23,56408;-46,66444;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5646;-23,52892;-46,45833;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5647;-23,62261;-46,66656;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5662;-23,46956;-46,61456;;;;;;;;;;;;;;;;;;;;;;;;;;
SPCAS_0226;-23,52947;-46,6565;;;;;;;;;;;;;;;;;;;;;;;;;;
RJDQX_0266;-22,78628;-43,30531;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5672;-23,55539;-46,68786;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5673;-23,55708;-46,68656;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5674;-23,57108;-46,64786;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5678;-23,60919;-46,66142;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5683;-22,98325;-46,64231;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3554;-22,90222;-43,18536;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3555;-22,84725;-43,26889;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5684;-23,5015;-46,63339;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3556;-22,80748;-43,36708;;;;;;;;;;;;;;;;;;;;;;;;;;
SPMCZ_0050;-23,4985;-46,15417;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3569;-22,95194;-43,186;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5699;-23,61842;-46,65228;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5704;-23,57692;-46,62303;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3572;-22,91844;-43,251;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5706;-23,65956;-46,63986;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5707;-23,59619;-46,50672;;;;;;;;;;;;;;;;;;;;;;;;;;
RJSMI_0041;-22,77465;-43,37318;;;;;;;;;;;;;;;;;;;;;;;;;;
RJSMI_0042;-22,76977;-43,36868;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5739;-23,6565;-46,70822;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5743;-23,63417;-46,71417;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5744;-23,62581;-46,70736;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5745;-23,54908;-46,68022;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5746;-23,61197;-46,7335;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5747;-23,63342;-46,70364;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5765;-23,57853;-46,63883;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5767;-23,52953;-46,56883;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5806;-23,50186;-46,64436;;;;;;;;;;;;;;;;;;;;;;;;;;
PRPNIS0032;-25,4335;-49,16653;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5808;-23,56008;-46,69786;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5809;-23,54642;-46,48567;;;;;;;;;;;;;;;;;;;;;;;;;;
MGEOS_0004;-20,92697;-42,22811;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5810;-23,59044;-46,76972;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSNE_0105;-23,99625;-46,88122;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5811;-23,61217;-46,73689;;;;;;;;;;;;;;;;;;;;;;;;;;
SPMCZ_0051;-23,56794;-46,6635;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5820;-23,62294;-46,07594;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5822;-23,58197;-46,63872;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5823;-23,52975;-46,658;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5824;-23,56694;-46,6625;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5825;-23,57864;-46,64553;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5826;-23,58653;-46,7175;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5827;-23,63903;-46,64808;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5836;-23,56811;-46,66331;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5840;-23,56411;-46,65917;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5843;-23,60728;-46,70758;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5845;-23,55767;-46,60461;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5847;-23,62758;-46,64581;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5850;-23,56692;-46,59719;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5862;-23,61761;-46,67222;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5864;-23,56908;-46,65292;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5866;-23,525;-46,70861;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5867;-23,52228;-46,53094;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3578;-22,81814;-43,28036;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6102;-23,50039;-46,63611;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_6106;-23,58728;-46,67703;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3538;-22,90428;-46,17825;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5579;-23,53992;-46,61031;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3539;-22,90392;-43,17875;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5632;-23,50952;-46,60191;;;;;;;;;;;;;;;;;;;;;;;;;;
HDDAL_0003;40,71769;-74,00867;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0931;-16,01314;-48,06317;;;;;;;;;;;;;;;;;;;;;;;;;;
DFBSA_0933;-15,81019;-47,8715;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3548;-22,90961;-43,17778;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5638;-23,56167;-46,66628;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5641;-23,60733;-46,63475;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5643;-23,56297;-46,66458;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5644;-23,56217;-46,66014;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5645;-23,56806;-46,66522;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5650;-23,60269;-46,66603;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5651;-23,60622;-46,65725;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5652;-23,61028;-46,66336;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5654;-23,59956;-46,66689;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5655;-23,60836;-46,66581;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5656;-23,47858;-46,60439;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5657;-23,47317;-46,60358;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5658;-23,56111;-46,64903;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3549;-2,91978;-43,17711;;;;;;;;;;;;;;;;;;;;;;;;;;
SPFCR_0013;-23,52467;-46,46075;;;;;;;;;;;;;;;;;;;;;;;;;;
MGBCV_0002;-17,20821;-43,8665;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5668;-23,55883;-46,67978;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5669;-23,56425;-46,63986;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5671;-23,59464;-46,66733;;;;;;;;;;;;;;;;;;;;;;;;;;
SPHORT0019;-21,69758;-51,07931;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3550;-22,81609;-43,38387;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5677;-23,49844;-46,62856;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5679;-23,56106;-46,68331;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5680;-23,64103;-46,71478;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5681;-23,56342;-46,66164;;;;;;;;;;;;;;;;;;;;;;;;;;
SENSD_0002;-10,47967;-37,33089;;;;;;;;;;;;;;;;;;;;;;;;;;
RJRJO_3558;-22,81064;-43,37092;;;;;;;;;;;;;;;;;;;;;;;;;;
SPSPO_5688;-23,60886;-46,62653;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0402;-1,44736;-48,48933;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0403;-1,45294;-48,48897;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0404;-1,45458;-48,49344;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0405;-1,45608;-48,49461;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0406;-1,44736;-48,48933;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0407;-1,45294;-48,48897;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0408;-1,44736;-48,48933;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0409;-1,45294;-48,48897;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0410;-1,45458;-48,49344;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0411;-1,45608;-48,49461;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0412;-1,45853;-48,49617;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0413;-1,45772;-48,49453;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0414;-1,45833;-48,49214;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0415;-1,46336;-48,50119;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0416;-1,44772;-48,48653;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0417;-1,45681;-48,48428;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0418;-1,44736;-48,48933;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0419;-1,45294;-48,48897;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0420;-1,45458;-48,49344;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0421;-1,45608;-48,49461;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0422;-1,45853;-48,49617;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0423;-1,45772;-48,49453;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0424;-1,45833;-48,49214;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0425;-1,45378;-48,48875;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0426;-1,45411;-48,48647;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0427;-1,45311;-48,48461;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0428;-1,4545;-48,48347;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0429;-1,44772;-48,48653;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0430;-1,45681;-48,48428;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0431;-1,44525;-48,48481;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0432;-1,44525;-48,48481;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0433;-1,46811;-48,49367;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0434;-1,46336;-48,50119;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0435;-1,46447;-48,50611;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0436;-1,45514;-48,50547;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0437;-1,44922;-48,50075;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0438;-1,44525;-48,48481;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0439;-1,44525;-48,48481;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0440;-1,45458;-48,49344;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0441;-1,45608;-48,49461;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLM_0442;-1,44736;-48,48933;;;;;;;;;;;;;;;;;;;;;;;;;;
